PCODE,Weeks,KEY,Name,Population,Cases,Cumul_Cases,IR10000,Cumul_IR10000
ZMB_TW0044,13,ZMB_TW0044_13,Desai,20042,1,1,0.5,0.5
ZMB_TW0044,14,ZMB_TW0044_14,Desai,20042,0,1,0,0.5
ZMB_TW0044,15,ZMB_TW0044_15,Desai,20042,0,1,0,0.5
ZMB_TW0044,16,ZMB_TW0044_16,Desai,20042,1,2,0.5,1
ZMB_TW0044,17,ZMB_TW0044_17,Desai,20042,0,2,0,1
ZMB_TW0044,18,ZMB_TW0044_18,Desai,20042,0,2,0,1
ZMB_TW0044,19,ZMB_TW0044_19,Desai,20042,0,2,0,1
ZMB_TW0044,20,ZMB_TW0044_20,Desai,20042,0,2,0,1
ZMB_TW0045,5,ZMB_TW0045_5,Lilanda,57998,0,0,0,0
ZMB_TW0045,6,ZMB_TW0045_6,Lilanda,57998,0,0,0,0
ZMB_TW0045,7,ZMB_TW0045_7,Lilanda,57998,0,0,0,0
ZMB_TW0045,8,ZMB_TW0045_8,Lilanda,57998,0,0,0,0
ZMB_TW0045,9,ZMB_TW0045_9,Lilanda,57998,0,0,0,0
ZMB_TW0045,10,ZMB_TW0045_10,Lilanda,57998,0,0,0,0
ZMB_TW0045,11,ZMB_TW0045_11,Lilanda,57998,0,0,0,0
ZMB_TW0045,12,ZMB_TW0045_12,Lilanda,57998,0,0,0,0
ZMB_TW0045,13,ZMB_TW0045_13,Lilanda,57998,2,2,0.34,0.34
ZMB_TW0045,14,ZMB_TW0045_14,Lilanda,57998,0,2,0,0.34
ZMB_TW0045,15,ZMB_TW0045_15,Lilanda,57998,2,4,0.34,0.69
ZMB_TW0045,16,ZMB_TW0045_16,Lilanda,57998,1,5,0.17,0.86
ZMB_TW0045,17,ZMB_TW0045_17,Lilanda,57998,0,5,0,0.86
ZMB_TW0045,18,ZMB_TW0045_18,Lilanda,57998,0,5,0,0.86
ZMB_TW0045,19,ZMB_TW0045_19,Lilanda,57998,0,5,0,0.86
ZMB_TW0045,20,ZMB_TW0045_20,Lilanda,57998,0,5,0,0.86
ZMB_TW0046,5,ZMB_TW0046_5,Chunga,12440,0,0,0,0
ZMB_TW0046,6,ZMB_TW0046_6,Chunga,12440,0,0,0,0
ZMB_TW0046,7,ZMB_TW0046_7,Chunga,12440,0,0,0,0
ZMB_TW0046,8,ZMB_TW0046_8,Chunga,12440,0,0,0,0
ZMB_TW0046,9,ZMB_TW0046_9,Chunga,12440,0,0,0,0
ZMB_TW0046,10,ZMB_TW0046_10,Chunga,12440,0,0,0,0
ZMB_TW0046,11,ZMB_TW0046_11,Chunga,12440,0,0,0,0
ZMB_TW0046,12,ZMB_TW0046_12,Chunga,12440,0,0,0,0
ZMB_TW0046,13,ZMB_TW0046_13,Chunga,12440,1,1,0.8,0.8
ZMB_TW0046,14,ZMB_TW0046_14,Chunga,12440,0,1,0,0.8
ZMB_TW0046,15,ZMB_TW0046_15,Chunga,12440,0,1,0,0.8
ZMB_TW0046,16,ZMB_TW0046_16,Chunga,12440,0,1,0,0.8
ZMB_TW0046,17,ZMB_TW0046_17,Chunga,12440,0,1,0,0.8
ZMB_TW0046,18,ZMB_TW0046_18,Chunga,12440,0,1,0,0.8
ZMB_TW0046,19,ZMB_TW0046_19,Chunga,12440,0,1,0,0.8
ZMB_TW0046,20,ZMB_TW0046_20,Chunga,12440,0,1,0,0.8
ZMB_TW0047,5,ZMB_TW0047_5,Matero,31154,0,0,0,0
ZMB_TW0047,6,ZMB_TW0047_6,Matero,31154,0,0,0,0
ZMB_TW0047,7,ZMB_TW0047_7,Matero,31154,0,0,0,0
ZMB_TW0047,8,ZMB_TW0047_8,Matero,31154,0,0,0,0
ZMB_TW0047,9,ZMB_TW0047_9,Matero,31154,0,0,0,0
ZMB_TW0047,10,ZMB_TW0047_10,Matero,31154,0,0,0,0
ZMB_TW0047,11,ZMB_TW0047_11,Matero,31154,0,0,0,0
ZMB_TW0047,12,ZMB_TW0047_12,Matero,31154,0,0,0,0
ZMB_TW0047,13,ZMB_TW0047_13,Matero,31154,0,0,0,0
ZMB_TW0047,14,ZMB_TW0047_14,Matero,31154,1,1,0.32,0.32
ZMB_TW0047,15,ZMB_TW0047_15,Matero,31154,1,2,0.32,0.64
ZMB_TW0047,16,ZMB_TW0047_16,Matero,31154,0,2,0,0.64
ZMB_TW0047,17,ZMB_TW0047_17,Matero,31154,0,2,0,0.64
ZMB_TW0047,18,ZMB_TW0047_18,Matero,31154,0,2,0,0.64
ZMB_TW0047,19,ZMB_TW0047_19,Matero,31154,0,2,0,0.64
ZMB_TW0047,20,ZMB_TW0047_20,Matero,31154,0,2,0,0.64
ZMB_TW0048,5,ZMB_TW0048_5,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,6,ZMB_TW0048_6,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,7,ZMB_TW0048_7,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,8,ZMB_TW0048_8,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,9,ZMB_TW0048_9,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,10,ZMB_TW0048_10,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,11,ZMB_TW0048_11,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,12,ZMB_TW0048_12,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,13,ZMB_TW0048_13,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,14,ZMB_TW0048_14,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,15,ZMB_TW0048_15,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,16,ZMB_TW0048_16,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,17,ZMB_TW0048_17,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,18,ZMB_TW0048_18,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,19,ZMB_TW0048_19,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0048,20,ZMB_TW0048_20,Emmasdale/Villa Ellizabetha,16446,0,0,0,0
ZMB_TW0049,5,ZMB_TW0049_5,Industrial Area,2977,0,0,0,0
ZMB_TW0049,6,ZMB_TW0049_6,Industrial Area,2977,0,0,0,0
ZMB_TW0049,7,ZMB_TW0049_7,Industrial Area,2977,0,0,0,0
ZMB_TW0049,8,ZMB_TW0049_8,Industrial Area,2977,0,0,0,0
ZMB_TW0049,9,ZMB_TW0049_9,Industrial Area,2977,0,0,0,0
ZMB_TW0049,10,ZMB_TW0049_10,Industrial Area,2977,0,0,0,0
ZMB_TW0049,11,ZMB_TW0049_11,Industrial Area,2977,0,0,0,0
ZMB_TW0049,12,ZMB_TW0049_12,Industrial Area,2977,0,0,0,0
ZMB_TW0049,13,ZMB_TW0049_13,Industrial Area,2977,0,0,0,0
ZMB_TW0049,14,ZMB_TW0049_14,Industrial Area,2977,0,0,0,0
ZMB_TW0049,15,ZMB_TW0049_15,Industrial Area,2977,0,0,0,0
ZMB_TW0049,16,ZMB_TW0049_16,Industrial Area,2977,0,0,0,0
ZMB_TW0049,17,ZMB_TW0049_17,Industrial Area,2977,0,0,0,0
ZMB_TW0049,18,ZMB_TW0049_18,Industrial Area,2977,0,0,0,0
ZMB_TW0049,19,ZMB_TW0049_19,Industrial Area,2977,0,0,0,0
ZMB_TW0049,20,ZMB_TW0049_20,Industrial Area,2977,0,0,0,0
ZMB_TW0050,5,ZMB_TW0050_5,New Kanyama,34313,0,0,0,0
ZMB_TW0050,6,ZMB_TW0050_6,New Kanyama,34313,2,2,0.58,0.58
ZMB_TW0050,7,ZMB_TW0050_7,New Kanyama,34313,3,5,0.87,1.46
ZMB_TW0050,8,ZMB_TW0050_8,New Kanyama,34313,1,6,0.29,1.75
ZMB_TW0050,9,ZMB_TW0050_9,New Kanyama,34313,0,6,0,1.75
ZMB_TW0050,10,ZMB_TW0050_10,New Kanyama,34313,0,6,0,1.75
ZMB_TW0050,11,ZMB_TW0050_11,New Kanyama,34313,1,7,0.29,2.04
ZMB_TW0050,12,ZMB_TW0050_12,New Kanyama,34313,0,7,0,2.04
ZMB_TW0050,13,ZMB_TW0050_13,New Kanyama,34313,3,10,0.87,2.91
ZMB_TW0050,14,ZMB_TW0050_14,New Kanyama,34313,0,10,0,2.91
ZMB_TW0050,15,ZMB_TW0050_15,New Kanyama,34313,4,14,1.17,4.08
ZMB_TW0050,16,ZMB_TW0050_16,New Kanyama,34313,1,15,0.29,4.37
ZMB_TW0050,17,ZMB_TW0050_17,New Kanyama,34313,0,15,0,4.37
ZMB_TW0050,18,ZMB_TW0050_18,New Kanyama,34313,0,15,0,4.37
ZMB_TW0050,19,ZMB_TW0050_19,New Kanyama,34313,0,15,0,4.37
ZMB_TW0050,20,ZMB_TW0050_20,New Kanyama,34313,0,15,0,4.37
ZMB_TW0051,5,ZMB_TW0051_5,John Laing,60519,0,0,0,0
ZMB_TW0051,6,ZMB_TW0051_6,John Laing,60519,0,0,0,0
ZMB_TW0051,7,ZMB_TW0051_7,John Laing,60519,4,4,0.66,0.66
ZMB_TW0051,8,ZMB_TW0051_8,John Laing,60519,1,5,0.17,0.83
ZMB_TW0051,9,ZMB_TW0051_9,John Laing,60519,0,5,0,0.83
ZMB_TW0051,10,ZMB_TW0051_10,John Laing,60519,1,6,0.17,0.99
ZMB_TW0051,11,ZMB_TW0051_11,John Laing,60519,2,8,0.33,1.32
ZMB_TW0051,12,ZMB_TW0051_12,John Laing,60519,1,9,0.17,1.49
ZMB_TW0051,13,ZMB_TW0051_13,John Laing,60519,17,26,2.81,4.3
ZMB_TW0051,14,ZMB_TW0051_14,John Laing,60519,5,31,0.83,5.12
ZMB_TW0051,15,ZMB_TW0051_15,John Laing,60519,26,57,4.3,9.42
ZMB_TW0051,16,ZMB_TW0051_16,John Laing,60519,10,67,1.65,11.07
ZMB_TW0051,17,ZMB_TW0051_17,John Laing,60519,0,67,0,11.07
ZMB_TW0051,18,ZMB_TW0051_18,John Laing,60519,0,67,0,11.07
ZMB_TW0051,19,ZMB_TW0051_19,John Laing,60519,0,67,0,11.07
ZMB_TW0051,20,ZMB_TW0051_20,John Laing,60519,0,67,0,11.07
ZMB_TW0052,5,ZMB_TW0052_5,Misisi/Kuku,73896,0,0,0,0
ZMB_TW0052,6,ZMB_TW0052_6,Misisi/Kuku,73896,0,0,0,0
ZMB_TW0052,7,ZMB_TW0052_7,Misisi/Kuku,73896,0,0,0,0
ZMB_TW0052,8,ZMB_TW0052_8,Misisi/Kuku,73896,0,0,0,0
ZMB_TW0052,9,ZMB_TW0052_9,Misisi/Kuku,73896,0,0,0,0
ZMB_TW0052,10,ZMB_TW0052_10,Misisi/Kuku,73896,0,0,0,0
ZMB_TW0052,11,ZMB_TW0052_11,Misisi/Kuku,73896,1,1,0.14,0.14
ZMB_TW0052,12,ZMB_TW0052_12,Misisi/Kuku,73896,0,1,0,0.14
ZMB_TW0052,13,ZMB_TW0052_13,Misisi/Kuku,73896,3,4,0.41,0.54
ZMB_TW0052,14,ZMB_TW0052_14,Misisi/Kuku,73896,1,5,0.14,0.68
ZMB_TW0052,15,ZMB_TW0052_15,Misisi/Kuku,73896,4,9,0.54,1.22
ZMB_TW0052,16,ZMB_TW0052_16,Misisi/Kuku,73896,0,9,0,1.22
ZMB_TW0052,17,ZMB_TW0052_17,Misisi/Kuku,73896,1,10,0.14,1.35
ZMB_TW0052,18,ZMB_TW0052_18,Misisi/Kuku,73896,0,10,0,1.35
ZMB_TW0052,19,ZMB_TW0052_19,Misisi/Kuku,73896,0,10,0,1.35
ZMB_TW0052,20,ZMB_TW0052_20,Misisi/Kuku,73896,0,10,0,1.35
ZMB_TW0053,5,ZMB_TW0053_5,Frank,12915,0,0,0,0
ZMB_TW0053,6,ZMB_TW0053_6,Frank,12915,0,0,0,0
ZMB_TW0053,7,ZMB_TW0053_7,Frank,12915,0,0,0,0
ZMB_TW0053,8,ZMB_TW0053_8,Frank,12915,0,0,0,0
ZMB_TW0053,9,ZMB_TW0053_9,Frank,12915,0,0,0,0
ZMB_TW0053,10,ZMB_TW0053_10,Frank,12915,0,0,0,0
ZMB_TW0053,11,ZMB_TW0053_11,Frank,12915,0,0,0,0
ZMB_TW0053,12,ZMB_TW0053_12,Frank,12915,0,0,0,0
ZMB_TW0053,13,ZMB_TW0053_13,Frank,12915,0,0,0,0
ZMB_TW0053,14,ZMB_TW0053_14,Frank,12915,0,0,0,0
ZMB_TW0053,15,ZMB_TW0053_15,Frank,12915,0,0,0,0
ZMB_TW0053,16,ZMB_TW0053_16,Frank,12915,0,0,0,0
ZMB_TW0053,17,ZMB_TW0053_17,Frank,12915,0,0,0,0
ZMB_TW0053,18,ZMB_TW0053_18,Frank,12915,0,0,0,0
ZMB_TW0053,19,ZMB_TW0053_19,Frank,12915,0,0,0,0
ZMB_TW0053,20,ZMB_TW0053_20,Frank,12915,0,0,0,0
ZMB_TW0054,5,ZMB_TW0054_5,John Howard,31271,0,0,0,0
ZMB_TW0054,6,ZMB_TW0054_6,John Howard,31271,0,0,0,0
ZMB_TW0054,7,ZMB_TW0054_7,John Howard,31271,0,0,0,0
ZMB_TW0054,8,ZMB_TW0054_8,John Howard,31271,2,2,0.64,0.64
ZMB_TW0054,9,ZMB_TW0054_9,John Howard,31271,0,2,0,0.64
ZMB_TW0054,10,ZMB_TW0054_10,John Howard,31271,0,2,0,0.64
ZMB_TW0054,11,ZMB_TW0054_11,John Howard,31271,0,2,0,0.64
ZMB_TW0054,12,ZMB_TW0054_12,John Howard,31271,0,2,0,0.64
ZMB_TW0054,13,ZMB_TW0054_13,John Howard,31271,1,3,0.32,0.96
ZMB_TW0054,14,ZMB_TW0054_14,John Howard,31271,1,4,0.32,1.28
ZMB_TW0054,15,ZMB_TW0054_15,John Howard,31271,3,7,0.96,2.24
ZMB_TW0054,16,ZMB_TW0054_16,John Howard,31271,0,7,0,2.24
ZMB_TW0054,17,ZMB_TW0054_17,John Howard,31271,0,7,0,2.24
ZMB_TW0054,18,ZMB_TW0054_18,John Howard,31271,0,7,0,2.24
ZMB_TW0054,19,ZMB_TW0054_19,John Howard,31271,0,7,0,2.24
ZMB_TW0054,20,ZMB_TW0054_20,John Howard,31271,0,7,0,2.24
ZMB_TW0055,5,ZMB_TW0055_5,Jack,8650,0,0,0,0
ZMB_TW0055,6,ZMB_TW0055_6,Jack,8650,0,0,0,0
ZMB_TW0055,7,ZMB_TW0055_7,Jack,8650,0,0,0,0
ZMB_TW0055,8,ZMB_TW0055_8,Jack,8650,0,0,0,0
ZMB_TW0055,9,ZMB_TW0055_9,Jack,8650,0,0,0,0
ZMB_TW0055,10,ZMB_TW0055_10,Jack,8650,0,0,0,0
ZMB_TW0055,11,ZMB_TW0055_11,Jack,8650,0,0,0,0
ZMB_TW0055,12,ZMB_TW0055_12,Jack,8650,0,0,0,0
ZMB_TW0055,13,ZMB_TW0055_13,Jack,8650,0,0,0,0
ZMB_TW0055,14,ZMB_TW0055_14,Jack,8650,0,0,0,0
ZMB_TW0055,15,ZMB_TW0055_15,Jack,8650,1,1,1.16,1.16
ZMB_TW0055,16,ZMB_TW0055_16,Jack,8650,0,1,0,1.16
ZMB_TW0055,17,ZMB_TW0055_17,Jack,8650,0,1,0,1.16
ZMB_TW0055,18,ZMB_TW0055_18,Jack,8650,0,1,0,1.16
ZMB_TW0055,19,ZMB_TW0055_19,Jack,8650,0,1,0,1.16
ZMB_TW0055,20,ZMB_TW0055_20,Jack,8650,0,1,0,1.16
ZMB_TW0056,5,ZMB_TW0056_5,Kuomboka,38164,0,0,0,0
ZMB_TW0056,6,ZMB_TW0056_6,Kuomboka,38164,0,0,0,0
ZMB_TW0056,7,ZMB_TW0056_7,Kuomboka,38164,0,0,0,0
ZMB_TW0056,8,ZMB_TW0056_8,Kuomboka,38164,0,0,0,0
ZMB_TW0056,9,ZMB_TW0056_9,Kuomboka,38164,0,0,0,0
ZMB_TW0056,10,ZMB_TW0056_10,Kuomboka,38164,0,0,0,0
ZMB_TW0056,11,ZMB_TW0056_11,Kuomboka,38164,0,0,0,0
ZMB_TW0056,12,ZMB_TW0056_12,Kuomboka,38164,0,0,0,0
ZMB_TW0056,13,ZMB_TW0056_13,Kuomboka,38164,0,0,0,0
ZMB_TW0056,14,ZMB_TW0056_14,Kuomboka,38164,0,0,0,0
ZMB_TW0056,15,ZMB_TW0056_15,Kuomboka,38164,0,0,0,0
ZMB_TW0056,16,ZMB_TW0056_16,Kuomboka,38164,0,0,0,0
ZMB_TW0056,17,ZMB_TW0056_17,Kuomboka,38164,0,0,0,0
ZMB_TW0056,18,ZMB_TW0056_18,Kuomboka,38164,0,0,0,0
ZMB_TW0056,19,ZMB_TW0056_19,Kuomboka,38164,0,0,0,0
ZMB_TW0056,20,ZMB_TW0056_20,Kuomboka,38164,0,0,0,0
ZMB_TW0057,5,ZMB_TW0057_5,Show Grounds,2959,0,0,0,0
ZMB_TW0057,6,ZMB_TW0057_6,Show Grounds,2959,0,0,0,0
ZMB_TW0057,7,ZMB_TW0057_7,Show Grounds,2959,0,0,0,0
ZMB_TW0057,8,ZMB_TW0057_8,Show Grounds,2959,0,0,0,0
ZMB_TW0057,9,ZMB_TW0057_9,Show Grounds,2959,0,0,0,0
ZMB_TW0057,10,ZMB_TW0057_10,Show Grounds,2959,0,0,0,0
ZMB_TW0057,11,ZMB_TW0057_11,Show Grounds,2959,0,0,0,0
ZMB_TW0057,12,ZMB_TW0057_12,Show Grounds,2959,0,0,0,0
ZMB_TW0057,13,ZMB_TW0057_13,Show Grounds,2959,0,0,0,0
ZMB_TW0057,14,ZMB_TW0057_14,Show Grounds,2959,0,0,0,0
ZMB_TW0057,15,ZMB_TW0057_15,Show Grounds,2959,0,0,0,0
ZMB_TW0057,16,ZMB_TW0057_16,Show Grounds,2959,0,0,0,0
ZMB_TW0057,17,ZMB_TW0057_17,Show Grounds,2959,0,0,0,0
ZMB_TW0057,18,ZMB_TW0057_18,Show Grounds,2959,0,0,0,0
ZMB_TW0057,19,ZMB_TW0057_19,Show Grounds,2959,0,0,0,0
ZMB_TW0057,20,ZMB_TW0057_20,Show Grounds,2959,0,0,0,0
ZMB_TW0058,5,ZMB_TW0058_5,Chazanga,20009,0,0,0,0
ZMB_TW0058,6,ZMB_TW0058_6,Chazanga,20009,0,0,0,0
ZMB_TW0058,7,ZMB_TW0058_7,Chazanga,20009,0,0,0,0
ZMB_TW0058,8,ZMB_TW0058_8,Chazanga,20009,0,0,0,0
ZMB_TW0058,9,ZMB_TW0058_9,Chazanga,20009,0,0,0,0
ZMB_TW0058,10,ZMB_TW0058_10,Chazanga,20009,0,0,0,0
ZMB_TW0058,11,ZMB_TW0058_11,Chazanga,20009,5,5,2.5,2.5
ZMB_TW0058,12,ZMB_TW0058_12,Chazanga,20009,0,5,0,2.5
ZMB_TW0058,13,ZMB_TW0058_13,Chazanga,20009,0,5,0,2.5
ZMB_TW0058,14,ZMB_TW0058_14,Chazanga,20009,3,8,1.5,4
ZMB_TW0058,15,ZMB_TW0058_15,Chazanga,20009,0,8,0,4
ZMB_TW0058,16,ZMB_TW0058_16,Chazanga,20009,0,8,0,4
ZMB_TW0058,17,ZMB_TW0058_17,Chazanga,20009,0,8,0,4
ZMB_TW0058,18,ZMB_TW0058_18,Chazanga,20009,0,8,0,4
ZMB_TW0058,19,ZMB_TW0058_19,Chazanga,20009,0,8,0,4
ZMB_TW0058,20,ZMB_TW0058_20,Chazanga,20009,0,8,0,4
ZMB_TW0059,5,ZMB_TW0059_5,Chainama,7056,0,0,0,0
ZMB_TW0059,6,ZMB_TW0059_6,Chainama,7056,0,0,0,0
ZMB_TW0059,7,ZMB_TW0059_7,Chainama,7056,0,0,0,0
ZMB_TW0059,8,ZMB_TW0059_8,Chainama,7056,0,0,0,0
ZMB_TW0059,9,ZMB_TW0059_9,Chainama,7056,0,0,0,0
ZMB_TW0059,10,ZMB_TW0059_10,Chainama,7056,0,0,0,0
ZMB_TW0059,11,ZMB_TW0059_11,Chainama,7056,0,0,0,0
ZMB_TW0059,12,ZMB_TW0059_12,Chainama,7056,0,0,0,0
ZMB_TW0059,13,ZMB_TW0059_13,Chainama,7056,0,0,0,0
ZMB_TW0059,14,ZMB_TW0059_14,Chainama,7056,3,3,4.25,4.25
ZMB_TW0059,15,ZMB_TW0059_15,Chainama,7056,0,3,0,4.25
ZMB_TW0059,16,ZMB_TW0059_16,Chainama,7056,0,3,0,4.25
ZMB_TW0059,17,ZMB_TW0059_17,Chainama,7056,0,3,0,4.25
ZMB_TW0059,18,ZMB_TW0059_18,Chainama,7056,0,3,0,4.25
ZMB_TW0059,19,ZMB_TW0059_19,Chainama,7056,0,3,0,4.25
ZMB_TW0059,20,ZMB_TW0059_20,Chainama,7056,0,3,0,4.25
ZMB_TW0060,5,ZMB_TW0060_5,Chelston,26516,0,0,0,0
ZMB_TW0060,6,ZMB_TW0060_6,Chelston,26516,0,0,0,0
ZMB_TW0060,7,ZMB_TW0060_7,Chelston,26516,0,0,0,0
ZMB_TW0060,8,ZMB_TW0060_8,Chelston,26516,0,0,0,0
ZMB_TW0060,9,ZMB_TW0060_9,Chelston,26516,0,0,0,0
ZMB_TW0060,10,ZMB_TW0060_10,Chelston,26516,0,0,0,0
ZMB_TW0060,11,ZMB_TW0060_11,Chelston,26516,0,0,0,0
ZMB_TW0060,12,ZMB_TW0060_12,Chelston,26516,0,0,0,0
ZMB_TW0060,13,ZMB_TW0060_13,Chelston,26516,0,0,0,0
ZMB_TW0060,14,ZMB_TW0060_14,Chelston,26516,1,1,0.38,0.38
ZMB_TW0060,15,ZMB_TW0060_15,Chelston,26516,0,1,0,0.38
ZMB_TW0060,16,ZMB_TW0060_16,Chelston,26516,0,1,0,0.38
ZMB_TW0060,17,ZMB_TW0060_17,Chelston,26516,0,1,0,0.38
ZMB_TW0060,18,ZMB_TW0060_18,Chelston,26516,0,1,0,0.38
ZMB_TW0060,19,ZMB_TW0060_19,Chelston,26516,0,1,0,0.38
ZMB_TW0060,20,ZMB_TW0060_20,Chelston,26516,0,1,0,0.38
ZMB_TW0061,5,ZMB_TW0061_5,Chawama,87478,0,0,0,0
ZMB_TW0061,6,ZMB_TW0061_6,Chawama,87478,0,0,0,0
ZMB_TW0061,7,ZMB_TW0061_7,Chawama,87478,0,0,0,0
ZMB_TW0061,8,ZMB_TW0061_8,Chawama,87478,0,0,0,0
ZMB_TW0061,9,ZMB_TW0061_9,Chawama,87478,0,0,0,0
ZMB_TW0061,10,ZMB_TW0061_10,Chawama,87478,0,0,0,0
ZMB_TW0061,11,ZMB_TW0061_11,Chawama,87478,5,5,0.57,0.57
ZMB_TW0061,12,ZMB_TW0061_12,Chawama,87478,2,7,0.23,0.8
ZMB_TW0061,13,ZMB_TW0061_13,Chawama,87478,14,21,1.6,2.4
ZMB_TW0061,14,ZMB_TW0061_14,Chawama,87478,2,23,0.23,2.63
ZMB_TW0061,15,ZMB_TW0061_15,Chawama,87478,7,30,0.8,3.43
ZMB_TW0061,16,ZMB_TW0061_16,Chawama,87478,1,31,0.11,3.54
ZMB_TW0061,17,ZMB_TW0061_17,Chawama,87478,0,31,0,3.54
ZMB_TW0061,18,ZMB_TW0061_18,Chawama,87478,0,31,0,3.54
ZMB_TW0061,19,ZMB_TW0061_19,Chawama,87478,0,31,0,3.54
ZMB_TW0061,20,ZMB_TW0061_20,Chawama,87478,0,31,0,3.54
ZMB_TW0062,5,ZMB_TW0062_5,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,6,ZMB_TW0062_6,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,7,ZMB_TW0062_7,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,8,ZMB_TW0062_8,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,9,ZMB_TW0062_9,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,10,ZMB_TW0062_10,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,11,ZMB_TW0062_11,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,12,ZMB_TW0062_12,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,13,ZMB_TW0062_13,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,14,ZMB_TW0062_14,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,15,ZMB_TW0062_15,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,16,ZMB_TW0062_16,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,17,ZMB_TW0062_17,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,18,ZMB_TW0062_18,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,19,ZMB_TW0062_19,Chamba Valley,4776,0,0,0,0
ZMB_TW0062,20,ZMB_TW0062_20,Chamba Valley,4776,0,0,0,0
ZMB_TW0063,5,ZMB_TW0063_5,Munali,30333,0,0,0,0
ZMB_TW0063,6,ZMB_TW0063_6,Munali,30333,0,0,0,0
ZMB_TW0063,7,ZMB_TW0063_7,Munali,30333,0,0,0,0
ZMB_TW0063,8,ZMB_TW0063_8,Munali,30333,0,0,0,0
ZMB_TW0063,9,ZMB_TW0063_9,Munali,30333,0,0,0,0
ZMB_TW0063,10,ZMB_TW0063_10,Munali,30333,0,0,0,0
ZMB_TW0063,11,ZMB_TW0063_11,Munali,30333,0,0,0,0
ZMB_TW0063,12,ZMB_TW0063_12,Munali,30333,0,0,0,0
ZMB_TW0063,13,ZMB_TW0063_13,Munali,30333,0,0,0,0
ZMB_TW0063,14,ZMB_TW0063_14,Munali,30333,0,0,0,0
ZMB_TW0063,15,ZMB_TW0063_15,Munali,30333,0,0,0,0
ZMB_TW0063,16,ZMB_TW0063_16,Munali,30333,0,0,0,0
ZMB_TW0063,17,ZMB_TW0063_17,Munali,30333,0,0,0,0
ZMB_TW0063,18,ZMB_TW0063_18,Munali,30333,0,0,0,0
ZMB_TW0063,19,ZMB_TW0063_19,Munali,30333,0,0,0,0
ZMB_TW0063,20,ZMB_TW0063_20,Munali,30333,0,0,0,0
ZMB_TW0064,5,ZMB_TW0064_5,Longacres,10028,0,0,0,0
ZMB_TW0064,6,ZMB_TW0064_6,Longacres,10028,0,0,0,0
ZMB_TW0064,7,ZMB_TW0064_7,Longacres,10028,0,0,0,0
ZMB_TW0064,8,ZMB_TW0064_8,Longacres,10028,0,0,0,0
ZMB_TW0064,9,ZMB_TW0064_9,Longacres,10028,0,0,0,0
ZMB_TW0064,10,ZMB_TW0064_10,Longacres,10028,0,0,0,0
ZMB_TW0064,11,ZMB_TW0064_11,Longacres,10028,0,0,0,0
ZMB_TW0064,12,ZMB_TW0064_12,Longacres,10028,0,0,0,0
ZMB_TW0064,13,ZMB_TW0064_13,Longacres,10028,0,0,0,0
ZMB_TW0064,14,ZMB_TW0064_14,Longacres,10028,0,0,0,0
ZMB_TW0064,15,ZMB_TW0064_15,Longacres,10028,0,0,0,0
ZMB_TW0064,16,ZMB_TW0064_16,Longacres,10028,0,0,0,0
ZMB_TW0064,17,ZMB_TW0064_17,Longacres,10028,0,0,0,0
ZMB_TW0064,18,ZMB_TW0064_18,Longacres,10028,0,0,0,0
ZMB_TW0064,19,ZMB_TW0064_19,Longacres,10028,0,0,0,0
ZMB_TW0064,20,ZMB_TW0064_20,Longacres,10028,0,0,0,0
ZMB_TW0065,5,ZMB_TW0065_5,Paradise,9327,0,0,0,0
ZMB_TW0065,6,ZMB_TW0065_6,Paradise,9327,0,0,0,0
